12852: Kommunefordelt månedslønn, etter region, statistikkmål, arbeidssted/bosted, kjønn, alder, avtalt/vanlig arbeidstid per uke, statistikkvariabel og år;;;;;;;;
;;;;;;;;
3203 Asker;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;59990
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;69150
3205 Lillestrøm;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;56550
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;59910
3207 Nordre Follo;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;56660
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;65160
3209 Ullensaker;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;55430
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;56350
3212 Nesodden;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;53080
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;65170
3214 Frogn;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;53820
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;65260
3216 Vestby;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;55120
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;60460
3218 Ås;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;56700
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;60530
3220 Enebakk;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;52340
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;55610
3222 Lørenskog;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;58980
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;60400
3224 Rælingen;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;53550
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;60090
3226 Aurskog-Høland;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;51700
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;53650
3228 Nes;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;50560
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;54820
3230 Gjerdrum;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;51950
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;61000
3232 Nittedal;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;55920
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;62260
3234 Lunner;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;50840
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;56180
3236 Jevnaker;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;52860
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;53850
3238 Nannestad;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;52580
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;54330
3240 Eidsvoll;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;51340
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;55310
3242 Hurdal;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;50430
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;54120
3001 Halden (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;49510;52410;.
;;Bor i regionen;Begge kjønn;I alt;I alt;49330;52730;.
3002 Moss (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;49190;51910;.
;;Bor i regionen;Begge kjønn;I alt;I alt;52530;55390;.
3003 Sarpsborg (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;49850;52910;.
;;Bor i regionen;Begge kjønn;I alt;I alt;48700;51580;.
3004 Fredrikstad (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;48170;51070;.
;;Bor i regionen;Begge kjønn;I alt;I alt;50830;53920;.
3005 Drammen (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;51010;53880;.
;;Bor i regionen;Begge kjønn;I alt;I alt;52090;54940;.
3006 Kongsberg (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;57240;59850;.
;;Bor i regionen;Begge kjønn;I alt;I alt;56000;58780;.
3007 Ringerike (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;48030;51090;.
;;Bor i regionen;Begge kjønn;I alt;I alt;48750;51720;.
3011 Hvaler (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;45470;48380;.
;;Bor i regionen;Begge kjønn;I alt;I alt;52890;56450;.
3012 Aremark (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;44840;48740;.
;;Bor i regionen;Begge kjønn;I alt;I alt;47570;50020;.
3013 Marker (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;46620;49330;.
;;Bor i regionen;Begge kjønn;I alt;I alt;47300;49890;.
3014 Indre Østfold (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;45870;48770;.
;;Bor i regionen;Begge kjønn;I alt;I alt;48190;50970;.
3015 Skiptvet (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;44130;47240;.
;;Bor i regionen;Begge kjønn;I alt;I alt;47830;50730;.
3016 Rakkestad (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;45290;48180;.
;;Bor i regionen;Begge kjønn;I alt;I alt;46630;49450;.
3017 Råde (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;45820;49250;.
;;Bor i regionen;Begge kjønn;I alt;I alt;50060;52850;.
3018 Våler (Viken) (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;45880;48440;.
;;Bor i regionen;Begge kjønn;I alt;I alt;50150;52920;.
3019 Vestby (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;49140;52440;.
;;Bor i regionen;Begge kjønn;I alt;I alt;54360;57340;.
3020 Nordre Follo (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;51450;54060;.
;;Bor i regionen;Begge kjønn;I alt;I alt;59160;62270;.
3021 Ås (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;51260;54240;.
;;Bor i regionen;Begge kjønn;I alt;I alt;54310;57270;.
3022 Frogn (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;47710;50620;.
;;Bor i regionen;Begge kjønn;I alt;I alt;59270;62130;.
3023 Nesodden (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;47600;50620;.
;;Bor i regionen;Begge kjønn;I alt;I alt;58720;62060;.
3024 Bærum (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;64810;68270;.
;;Bor i regionen;Begge kjønn;I alt;I alt;68690;72340;.
3025 Asker (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;53740;56790;.
;;Bor i regionen;Begge kjønn;I alt;I alt;62070;65650;.
3026 Aurskog-Høland (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;46230;48830;.
;;Bor i regionen;Begge kjønn;I alt;I alt;48070;50790;.
3027 Rælingen (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;48600;50870;.
;;Bor i regionen;Begge kjønn;I alt;I alt;54430;57310;.
3028 Enebakk (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;45650;49020;.
;;Bor i regionen;Begge kjønn;I alt;I alt;50440;53140;.
3029 Lørenskog (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;53420;56060;.
;;Bor i regionen;Begge kjønn;I alt;I alt;54750;57650;.
3030 Lillestrøm (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;50850;54000;.
;;Bor i regionen;Begge kjønn;I alt;I alt;53990;56950;.
3031 Nittedal (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;50160;53190;.
;;Bor i regionen;Begge kjønn;I alt;I alt;56310;59330;.
3032 Gjerdrum (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;46460;48950;.
;;Bor i regionen;Begge kjønn;I alt;I alt;55210;58190;.
3033 Ullensaker (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;50240;52830;.
;;Bor i regionen;Begge kjønn;I alt;I alt;50970;53730;.
3034 Nes (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;44900;47880;.
;;Bor i regionen;Begge kjønn;I alt;I alt;49090;52120;.
3035 Eidsvoll (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;46000;49060;.
;;Bor i regionen;Begge kjønn;I alt;I alt;49480;52480;.
3036 Nannestad (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;46330;49320;.
;;Bor i regionen;Begge kjønn;I alt;I alt;48850;51520;.
3037 Hurdal (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;46400;48500;.
;;Bor i regionen;Begge kjønn;I alt;I alt;48550;50940;.
3038 Hole (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;45110;47170;.
;;Bor i regionen;Begge kjønn;I alt;I alt;55730;59500;.
3039 Flå (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;45920;49900;.
;;Bor i regionen;Begge kjønn;I alt;I alt;46560;50010;.
3040 Nesbyen (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;45800;48820;.
;;Bor i regionen;Begge kjønn;I alt;I alt;47390;49650;.
3041 Gol (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;45640;48170;.
;;Bor i regionen;Begge kjønn;I alt;I alt;46310;49220;.
3042 Hemsedal (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;43910;46410;.
;;Bor i regionen;Begge kjønn;I alt;I alt;49050;51410;.
3043 Ål (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;48320;51200;.
;;Bor i regionen;Begge kjønn;I alt;I alt;47630;50610;.
3044 Hol (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;45340;48720;.
;;Bor i regionen;Begge kjønn;I alt;I alt;46970;49570;.
3045 Sigdal (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;43900;47010;.
;;Bor i regionen;Begge kjønn;I alt;I alt;46050;49250;.
3046 Krødsherad (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;46310;47480;.
;;Bor i regionen;Begge kjønn;I alt;I alt;47420;49820;.
3047 Modum (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;48500;52600;.
;;Bor i regionen;Begge kjønn;I alt;I alt;48040;50750;.
3048 Øvre Eiker (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;46790;49170;.
;;Bor i regionen;Begge kjønn;I alt;I alt;49930;52840;.
3049 Lier (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;50340;52790;.
;;Bor i regionen;Begge kjønn;I alt;I alt;55890;58890;.
3050 Flesberg (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;44280;47010;.
;;Bor i regionen;Begge kjønn;I alt;I alt;49190;52260;.
3051 Rollag (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;44090;46440;.
;;Bor i regionen;Begge kjønn;I alt;I alt;45240;48220;.
3052 Nore og Uvdal (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;45330;47810;.
;;Bor i regionen;Begge kjønn;I alt;I alt;46210;48550;.
3053 Jevnaker (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;46970;49790;.
;;Bor i regionen;Begge kjønn;I alt;I alt;48590;51470;.
3054 Lunner (2020-2023);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;44960;48260;.
;;Bor i regionen;Begge kjønn;I alt;I alt;50210;53460;.
0101 Halden (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0104 Moss (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0105 Sarpsborg (1992-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0106 Fredrikstad (1994-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0111 Hvaler (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0118 Aremark (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0119 Marker (1964-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0121 Rømskog (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0122 Trøgstad (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0123 Spydeberg (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0124 Askim (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0125 Eidsberg (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0127 Skiptvet (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0128 Rakkestad (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0135 Råde (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0136 Rygge (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0137 Våler (Østfold) (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0138 Hobøl (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0199 Uoppgitt kommune Østfold;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0211 Vestby (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0213 Ski (1931-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0214 Ås (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0215 Frogn (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0216 Nesodden (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0217 Oppegård (1915-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0219 Bærum (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0220 Asker (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0221 Aurskog-Høland (1966-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0226 Sørum (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0227 Fet (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0228 Rælingen (1929-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0229 Enebakk (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0230 Lørenskog (1908-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0231 Skedsmo (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0233 Nittedal (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0234 Gjerdrum (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0235 Ullensaker (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0236 Nes (Akershus) (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0237 Eidsvoll (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0238 Nannestad (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0239 Hurdal (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0299 Uoppgitt kommune Akershus;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0602 Drammen (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0604 Kongsberg (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0605 Ringerike (1977-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0612 Hole (1977-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0615 Flå (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0616 Nes (Buskerud) (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0617 Gol (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0618 Hemsedal (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0619 Ål (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0620 Hol (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0621 Sigdal (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0622 Krødsherad (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0623 Modum (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0624 Øvre Eiker (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0625 Nedre Eiker (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0626 Lier (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0627 Røyken (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0628 Hurum (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0631 Flesberg (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0632 Rollag (-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0633 Nore og Uvdal (1962-2019);Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
0301 Oslo;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;60450;63910;67350
;;Bor i regionen;Begge kjønn;I alt;I alt;59310;62590;65900
0399 Uoppgitt komm. Oslo;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;.
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;.
3301 Drammen;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;56400
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;57890
3303 Kongsberg;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;63040
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;61950
3305 Ringerike;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;53460
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;54350
3310 Hole;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;50560
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;63090
3312 Lier;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;56750
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;62170
3314 Øvre Eiker;Gjennomsnitt;Arbeider i regionen;Begge kjønn;I alt;I alt;.;.;52450
;;Bor i regionen;Begge kjønn;I alt;I alt;.;.;55870
